cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus	0.0299095985375163	0.0278016887746623	1.34560015051149	0.0569929331612527	0	0	0	0	0.0722065140962279	0.0911304827515816	0.344966334045528	0.149451691633734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp._Y4.1MC1	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp._44B	0	0	0	0	0	0	0	0	0.0722065140962279	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_subterraneus	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_stearothermophilus	0	0	0.795127361665882	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_thermodenitrificans	0	0.0278016887746623	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0.0598191970750327	0	0.122327286410136	0.227971732645011	0.0833126116354282	0	0.0724451266199545	0.0539315274541137	0	0.486029241341769	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sp._YS11	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sp._2017	0	0	0	0	0	0	0.0724451266199545	0	0	0.0911304827515816	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sp._FJAT-51161	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_varians	0	0	0	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_timonensis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sphaericus	0	0	0.0611636432050679	0	0.0555417410902855	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pradoshia	0.0598191970750327	0	0	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pradoshia|s__Pradoshia_sp._D12	0.0598191970750327	0	0	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anaerobacillus	0.0598191970750327	0.0278016887746623	0.0611636432050679	0.113985866322505	0.0555417410902855	0	0	0.107863054908227	0.0722065140962279	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anaerobacillus|s__Anaerobacillus_isosaccharinicus	0.0598191970750327	0.0278016887746623	0.0611636432050679	0.113985866322505	0.0555417410902855	0	0	0.107863054908227	0.0722065140962279	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.448643978062745	0.139008443873311	1.59025472333176	0.797901064257537	1.11083482180571	0.415472253184138	0.941786646059409	1.88760346089398	0.252722799336798	5.68046675818192	2.13879127108227	0.348720613812046
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_thermoamylovorans	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_filamentosus	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_safensis	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_coagulans	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._WP8	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_xiamenensis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_freudenreichii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_marisflavi	0	0	0	0	0	0	0	0	0	0.151884137919303	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._CS13	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._N1-1	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._THAF10	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._LJBV19	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._X1(2014)	0	0	0	0	0	0	0	0	0	0.151884137919303	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_licheniformis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_siamensis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._KH172YL63	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._FJAT-22090	0	0	0	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._N3536	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_paralicheniformis	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_spizizenii	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pacificus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cohnii	0	0	0	0	0	0	0.0724451266199545	0	0	0.151884137919303	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_vietnamensis	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0	0.0911304827515816	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_aryabhattai	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.206979800427317	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_weihaiensis	0	0	0	0	0	0.0830944506368275	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_oleronius	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.212637793087024	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cellulosilyticus	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_ciccensis	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_dafuensis	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_smithii	0	0	0	0	0.0555417410902855	0	0.0724451266199545	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._HD4P25	0	0	0	0	0.0277708705451427	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._Y1	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._ZY-1-1	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_tequilensis	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_luti	0	0	0	0	0.0277708705451427	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_wiedmannii	0	0	0	0	0.0277708705451427	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_vini	0	0	0	0.0569929331612527	0.0555417410902855	0	0	0	0	0.273391448254745	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._3a	0	0	0	0.0569929331612527	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._FJAT-18017	0	0	0	0.0569929331612527	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__[Brevibacterium]_frigoritolerans	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_infantis	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_gobiensis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pumilus	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_altitudinis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._FJAT-45348	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._PAMC26568	0	0	0.122327286410136	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis	0	0	0.0611636432050679	0	0	0	0	0	0.0361032570481139	0.273391448254745	0.206979800427317	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_amyloliquefaciens	0	0	0.0611636432050679	0	0	0	0	0	0.0722065140962279	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_velezensis	0	0	0.122327286410136	0.0569929331612527	0.111083482180571	0	0	0.0539315274541137	0	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_anthracis	0	0	0.0611636432050679	0.0569929331612527	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pseudomycoides	0	0	0.122327286410136	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._DSL-17	0	0.0278016887746623	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_methanolicus	0.0299095985375163	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_circulans	0.0299095985375163	0	0.122327286410136	0.0569929331612527	0.0555417410902855	0	0	0	0	0.182260965503163	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._M4U3P1	0.0299095985375163	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_atrophaeus	0.0299095985375163	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cytotoxicus	0.0299095985375163	0	0	0	0.0277708705451427	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_mycoides	0.0299095985375163	0	0.0611636432050679	0.113985866322505	0.0277708705451427	0.0830944506368275	0	0	0	0.212637793087024	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_thuringiensis	0.0598191970750327	0.0278016887746623	0.0611636432050679	0.0569929331612527	0.0833126116354282	0	0.144890253239909	0.107863054908227	0	0.273391448254745	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus	0.0598191970750327	0.0278016887746623	0.0611636432050679	0.0569929331612527	0.111083482180571	0	0.144890253239909	0.269657637270569	0.0361032570481139	0.880927999931956	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	17.0783807649218	0.305818576521285	12.7220377866541	1.48181626219257	43.7113502380547	6.31517824839889	25.3557943169841	35.4330135373527	9.0619175190766	369.716368523167	168.89551714869	140.982762441156
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Auricoccus	0	0	0	0	0	0	0	0	0	0	0.206979800427317	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Auricoccus|s__Auricoccus_indicus	0	0	0	0	0	0	0	0	0	0	0.206979800427317	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0.18051628524057	0	0.896912468518372	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_sp._ATCC_8456	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__[Micrococcus]_candicans	0	0	0	0	0	0	0	0.0539315274541137	0.18051628524057	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_saudimassiliensis	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.827919201709267	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	0	0	0	0	0.0277708705451427	0	0.144890253239909	0.107863054908227	0	0.364521931006327	0.344966334045528	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_bohemicus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_canis	0	0	0	0	0	0	0	0	0	0.212637793087024	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_sp._IME1552	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_caseolyticus	0	0	0	0	0	0	0.144890253239909	0.0539315274541137	0	0	0.137986533618211	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Abyssicoccus	0	0	0.0611636432050679	0	0.0555417410902855	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Abyssicoccus|s__Abyssicoccus_albus	0	0	0.0611636432050679	0	0.0555417410902855	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus|s__Salinicoccus_halodurans	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus	0.089728795612549	0.0556033775493245	0	0	0.0555417410902855	0	0	0.107863054908227	0	1.03281213785126	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_fleurettii	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri	0	0.0278016887746623	0	0	0	0	0	0.0539315274541137	0	0.698667034428793	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_stepanovicii	0.0299095985375163	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_vitulinus	0.0299095985375163	0.0278016887746623	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_lentus	0.0299095985375163	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	16.7493751810092	0.25021519897196	12.5385468570389	1.48181626219257	43.1559328271518	6.31517824839889	25.1384589371242	34.7858352079033	8.77309146269169	363.549872523643	167.308672012081	140.086052291353
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lutrae	0	0	0	0	0	0	0	0	0	0	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sciuri	0	0	0	0	0	0	0	0	0	0	0.206979800427317	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_auricularis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_caprae	0	0	0	0	0	0	0	0	0	0.121507310335442	0.206979800427317	0.24908615272289
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_kloosii	0	0	0	0	0	0	0	0	0	0.212637793087024	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lloydii	0	0	0	0	0	0	0	0	0	0.273391448254745	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._AntiMn-1	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_muscae	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_chromogenes	0	0	0	0	0	0	0	0.0539315274541137	0.0361032570481139	0.0911304827515816	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_schleiferi	0	0	0	0	0	0	0	0.107863054908227	0	0.121507310335442	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_schweitzeri	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._M0911	0	0	0	0	0	0	0.217335379859864	0	0	0.57715972409335	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._11-B-312	0	0	0	0	0.0277708705451427	0	0	0	0	0.516406068925629	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_simulans	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0.161794582362341	0	0.394898758590187	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_debuckii	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0.0361032570481139	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_succinus	0	0	0	0	0.0555417410902855	0	0	0	0	0.151884137919303	0	0.149451691633734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lugdunensis	0	0	0	0	0.0833126116354282	0	0	0.0539315274541137	0	0.425275586174048	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum	0	0	0	0	0.0833126116354282	0	0	0.107863054908227	0	1.27582675852214	0.0689932668091056	0.149451691633734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_simiae	0	0	0	0	0.0833126116354282	0	0	0.0539315274541137	0	0.273391448254745	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_carnosus	0	0	0	0.0569929331612527	0.166625223270856	0	0	0.0539315274541137	0	0.151884137919303	0	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_felis	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pseudoxylosus	0	0	0.0611636432050679	0	0	0	0	0	0.0361032570481139	0.334145103422466	0	0.0498172305445781
