cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_somnilux	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_luminosum	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_freundtii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma	0.0299095985375163	0.0556033775493245	0	0	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0.394898758590187	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_syrphidae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_coleopterae	0	0	0	0	0	0	0	0	0	0.182260965503163	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_lactucae	0	0	0	0	0	0	0.0724451266199545	0	0	0.0303768275838605	0	0.0498172305445781
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_tabanidae	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_chauliocola	0	0.0278016887746623	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_florum	0	0.0278016887746623	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_entomophilum	0.0299095985375163	0	0	0	0	0	0	0.0539315274541137	0	0.121507310335442	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	0.089728795612549	0.0278016887746623	0.122327286410136	0.0569929331612527	0.0555417410902855	0	0	0.377520692178796	0	2.27826206878954	0.275973067236422	0.0996344610891561
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma	0.089728795612549	0.0278016887746623	0.122327286410136	0.0569929331612527	0.0555417410902855	0	0	0.377520692178796	0	2.27826206878954	0.275973067236422	0.0996344610891561
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_culicicola	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_clarkii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_citri	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_apis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_phoeniceum	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chrysopicola	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_melliferum	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_taiwanense	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_corruscae	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_syrphidicola	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_litorale	0	0	0	0	0	0	0	0	0	0.121507310335442	0.0689932668091056	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_diminutum	0	0	0	0	0	0	0	0.0539315274541137	0	0.212637793087024	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_turonicum	0	0	0	0	0	0	0	0.0539315274541137	0	0.151884137919303	0	0.0498172305445781
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_kunkelii	0	0	0	0	0	0	0	0.161794582362341	0	0.789797517180374	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_tabanidicola	0	0	0	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_floricola	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_poulsonii	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chinense	0	0.0278016887746623	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_helicoides	0.0299095985375163	0	0	0	0	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._BIUS-1	0.0299095985375163	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._TIUS-1	0.0299095985375163	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria	0.598191970750327	0.25021519897196	1.40676379371656	0.85489399741879	1.08306395126057	0.747850055731448	1.81112816549886	2.15726109816455	0.288826056384912	7.95872882697146	3.79462967450081	0.547989535990359
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	0	0	0	0	0	0	0.362225633099773	0	0	0.0303768275838605	0.62093940128195	0
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	0	0	0	0	0	0	0.362225633099773	0	0	0.0303768275838605	0.62093940128195	0
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae|g__Chroococcidiopsis	0	0	0	0	0	0	0.362225633099773	0	0	0.0303768275838605	0.62093940128195	0
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae|g__Chroococcidiopsis|s__Chroococcidiopsis_thermalis	0	0	0	0	0	0	0.362225633099773	0	0	0.0303768275838605	0.62093940128195	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	0	0	0	0.0569929331612527	0	0	0	0.0539315274541137	0	0.151884137919303	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	0	0	0	0.0569929331612527	0	0	0	0.0539315274541137	0	0.151884137919303	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	0	0	0	0.0569929331612527	0	0	0	0.0539315274541137	0	0.151884137919303	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae|g__Gloeobacter	0	0	0	0.0569929331612527	0	0	0	0.0539315274541137	0	0.151884137919303	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae|g__Gloeobacter|s__Gloeobacter_violaceus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae|g__Gloeobacter|s__Gloeobacter_kilaueensis	0	0	0	0.0569929331612527	0	0	0	0.0539315274541137	0	0.121507310335442	0	0
k__Bacteria|p__Cyanobacteria|s__cyanobacterium_endosymbiont_of_Epithemia_turgida	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	0	0.0278016887746623	0.0611636432050679	0	0	0	0.144890253239909	0.0539315274541137	0	0.303768275838605	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa|s__Pleurocapsa_minor	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae	0	0.0278016887746623	0.0611636432050679	0	0	0	0.144890253239909	0.0539315274541137	0	0.303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria	0	0.0278016887746623	0.0611636432050679	0	0	0	0.144890253239909	0.0539315274541137	0	0.303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria|s__Stanieria_sp._NIES-3757	0	0	0	0	0	0	0	0	0	0.273391448254745	0	0
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria|s__Stanieria_cyanosphaera	0	0.0278016887746623	0	0	0	0	0.144890253239909	0.0539315274541137	0	0	0	0
k__Bacteria|p__Cyanobacteria|s__cyanobacterium_endosymbiont_of_Rhopalodia_gibberula	0.0299095985375163	0	0	0	0.0555417410902855	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales	0.089728795612549	0.111206755098649	0.489309145640543	0.284964665806263	0.249937834906285	0.249283351910483	0.289780506479818	0.215726109816455	0.18051628524057	1.33658041368986	0.551946134472844	0.0996344610891561
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae|g__Chamaesiphon	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae|g__Chamaesiphon|s__Chamaesiphon_minutus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae|g__Synechocystis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae|g__Halomicronema	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae|g__Halomicronema|s__Halomicronema_hongdechloris	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Oculatellaceae	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Oculatellaceae|g__Thermoleptolyngbya	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Oculatellaceae|g__Thermoleptolyngbya|s__Thermoleptolyngbya_sp._PKUAC-SCTA183	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae	0	0	0	0.0569929331612527	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae|g__Pseudanabaena	0	0	0	0.0569929331612527	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae|g__Pseudanabaena|s__Pseudanabaena_sp._ABRG5-3	0	0	0	0.0569929331612527	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae	0	0	0.122327286410136	0.0569929331612527	0	0.0830944506368275	0	0.161794582362341	0.0361032570481139	0.486029241341769	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus	0	0	0.122327286410136	0.0569929331612527	0	0.0830944506368275	0	0.161794582362341	0.0361032570481139	0.486029241341769	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_sp._MIT_0604	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_sp._MIT_0801	0	0	0	0	0	0	0	0.0539315274541137	0	0.121507310335442	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_marinus	0	0	0.122327286410136	0.0569929331612527	0	0.0830944506368275	0	0.107863054908227	0.0361032570481139	0.334145103422466	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	0	0.0278016887746623	0.0611636432050679	0.0569929331612527	0.138854352725714	0	0.144890253239909	0.0539315274541137	0.0361032570481139	0.455652413757908	0.344966334045528	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium_gracile	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium_sp._NIES-981	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Dactylococcopsis	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Dactylococcopsis|s__Dactylococcopsis_salina	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus	0	0	0.0611636432050679	0.0569929331612527	0.138854352725714	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0.394898758590187	0.275973067236422	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_lividus	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PCC_73109	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._A15-60	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._RSCCF101	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._CBW1006	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PCC_7336	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._NIES-970	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._NOUM97013	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._JA-3-3Ab	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._CB0101	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._CBW1107	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PCC_7003	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._BIOS-E4-1	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._A15-24	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PROS-9-1	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PROS-U-1	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._CC9902	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._A15-28	0	0	0	0	0.0555417410902855	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._PCC_7502	0	0	0	0.0569929331612527	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._BMK-MC-1	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Thermosynechococcus	0	0.0278016887746623	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae	0.0299095985375163	0.0556033775493245	0.122327286410136	0.0569929331612527	0.0833126116354282	0.166188901273655	0	0	0.108309771144342	0.212637793087024	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae|g__Acaryochloris	0.0299095985375163	0.0556033775493245	0.122327286410136	0.0569929331612527	0.0833126116354282	0.166188901273655	0	0	0.108309771144342	0.212637793087024	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae|g__Acaryochloris|s__Acaryochloris_marina	0.0299095985375163	0.0556033775493245	0.122327286410136	0.0569929331612527	0.0833126116354282	0.166188901273655	0	0	0.108309771144342	0.212637793087024	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae	0.0598191970750327	0.0278016887746623	0.183490929615204	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya	0.0598191970750327	0.0278016887746623	0.183490929615204	0.0569929331612527	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp._NIES-3755	0	0	0	0.0569929331612527	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp._O-77	0	0	0.122327286410136	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp._BL0902	0	0.0278016887746623	0	0	0	0	0	0	0	0.0303768275838605	0	0.0498172305445781
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp._PCC_7376	0.0299095985375163	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_boryana	0.0299095985375163	0	0.0611636432050679	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	0.0299095985375163	0.0278016887746623	0.122327286410136	0.227971732645011	0.194396093815999	0.166188901273655	0.217335379859864	0.485383747087023	0	0.516406068925629	0.413959600854633	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	0	0	0	0.0569929331612527	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae|g__Crinalium	0	0	0	0.0569929331612527	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae|g__Crinalium|s__Crinalium_epipsammum	0	0	0	0.0569929331612527	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Koinonema	0	0	0.0611636432050679	0	0.0555417410902855	0	0	0.0539315274541137	0	0.151884137919303	0	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Koinonema|s__[Phormidium]_sp._ETS-05	0	0	0.0611636432050679	0	0.0555417410902855	0	0	0.0539315274541137	0	0.151884137919303	0	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	0	0.0278016887746623	0	0.0569929331612527	0.0555417410902855	0	0.217335379859864	0.107863054908227	0	0	0.206979800427317	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Moorea	0	0	0	0	0	0	0.144890253239909	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Moorea|s__Moorea_producens	0	0	0	0	0	0	0.144890253239909	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Oscillatoria	0	0.0278016887746623	0	0.0569929331612527	0.0555417410902855	0	0.0724451266199545	0.107863054908227	0	0	0.206979800427317	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Oscillatoria|s__Oscillatoria_acuminata	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Oscillatoria|s__Oscillatoria_nigro-viridis	0	0.0278016887746623	0	0.0569929331612527	0.0277708705451427	0	0	0.107863054908227	0	0	0.206979800427317	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	0.0299095985375163	0	0.0611636432050679	0.113985866322505	0.0833126116354282	0.166188901273655	0	0.323589164724682	0	0.364521931006327	0.137986533618211	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Oxynema	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Oxynema|s__Oxynema_sp._AP17	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Arthrospira	0	0	0	0	0	0.0830944506368275	0	0	0	0.0303768275838605	0	0
